"STN","meanTEMP","meanDEWP","meanSTP","meanWSDP"
"690190",87.9001111111111,61.225,951.52,6.55333333333333
"720110",87.2880443548387,68.3258064516129,976.3,4.96290322580645
"720151",73.0405040322581,62.0645161290323,870.893548387097,4.64838709677419
"720261",88.8301814516129,64.8145161290323,983.664516129032,5.1741935483871
"720269",84.8755107526882,72.258064516129,1009.38709677419,6.28870967741936
"720271",81.3043413978495,65.958064516129,926.464516129032,6.60322580645161
"720273",80.7977152777778,73.3266666666667,1013.07333333333,3.81833333333333
"720276",84.9743154761905,69.95,1008.525,7.76428571428571
"720281",89.2895833333333,62.2954545454545,968.619047619048,8.47727272727273
"720286",88.6979301075269,64.05,986.370967741935,5.98870967741935
"720287",87.2691196236559,65.0387096774194,987.445161290323,7.13548387096774
"720291",86.1460887096774,64.658064516129,998.038709677419,5.84032258064516
"720295",88.8089322916667,65.4041666666667,989.434782608696,7.51875
"720296",81.220436827957,71.741935483871,1008.18387096774,1.5241935483871
"720298",84.7068615591398,71.7370967741935,991.248387096774,4.6
"720299",87.5991061827957,65.1741935483871,988.645161290323,6.05483870967742
"720302",85.2365053763441,67.6387096774194,998.574193548387,4.31129032258065
"720303",86.0927755376344,70.2693548387097,1004.26333333333,4.65645161290323
"720305",86.9801411290323,64.7241935483871,976.858064516129,6.94516129032258
"720311",84.8678965053764,70.1354838709677,1001.84838709677,4.65322580645161
"720314",86.0535416666667,68.9225806451613,999.929032258064,3.95645161290323
"720315",79.3029435483871,61.7532258064516,914.335483870968,8.51290322580645
"720316",84.0345430107527,73.7483870967742,1011.12258064516,7.76451612903226
"720318",87.0546706989247,64.2225806451613,973.803225806452,4.3258064516129
"720320",88.5579502688172,66.7112903225806,984.7,7.31451612903226
"720323",86.1482661290323,64.7983870967742,956.125806451613,5.47258064516129
"722094",87.8092137096774,65.5483870967742,992.667741935484,6.10645161290323
"722107",79.9063440860215,65.2387096774194,902.31935483871,5.6
"722122",80.994186827957,66.6935483870968,930.732258064516,6.37903225806452
"722143",86.251310483871,66.008064516129,996.21935483871,5.14354838709677
"722159",87.6665322580645,74.408064516129,1011.15161290323,8.10806451612903
"722169",83.3647043010753,66.4741935483871,923.838709677419,5.35967741935484
"722174",76.914314516129,60.0629032258065,899.996774193548,7.00161290322581
"722192",83.5696370967742,59.5064516129032,932.303225806452,3.70645161290323
"722202",88.5450940860215,68.3467741935484,980.464516129032,7.4
"722209",84.0268346774194,76.0516129032258,1013.41612903226,5.32096774193548
"722351",80.7067674731183,73.9354838709677,1011,3.8741935483871
"722363",82.5124327956989,65.7677419354839,934.7,7.63870967741935
"722410",83.7312903225806,73.0645161290323,1014.47096774194,4
"722416",87.0400537634409,68.341935483871,991.054838709677,6.73870967741935
"722420",85.3687365591398,74.3709677419355,1014.82580645161,7.78709677419355
"722427",85.3628360215054,73.2483870967742,1013.85161290323,3.41612903225806
