"STN","meanTEMP","meanDEWP","meanSTP","meanWSDP"
"690190",81.7306518817204,65.091935483871,950.3,5.99677419354839
"720110",83.4603830645161,71.6153846153846,974.451612903226,3.79354838709677
"720151",72.505293715847,59.155737704918,869.229032258065,4.80819672131148
"720261",80.4813333333333,68.3028571428571,982.894444444445,3.07714285714286
"720269",83.3120430107527,73.8322580645161,1007.28709677419,5.09032258064516
"720271",92.2164959016393,60.2655737704918,925.074193548387,6.91967213114754
"720273",81.4948319892473,73.4161290322581,1010.60967741935,4.05483870967742
"720276",84.5394959677419,74.8322580645161,1008.42,6.35322580645161
"720281",83.1802016129032,63.641935483871,967.887096774194,6.44677419354839
"720286",84.7319592198582,65.5957446808511,984.9875,4.76382978723404
"720287",82.2216803278689,65.1065573770492,986.28064516129,6.05245901639344
"720291",81.9526639344262,69.4180327868852,996.493548387097,3.58524590163934
"720295",83.0784767759563,67.0196721311475,987.916129032258,5.48196721311475
"720296",83.7235040983606,73.9245901639344,1005.64838709677,2.9344262295082
"720298",80.9949731182796,69.3467741935484,989.14,3.94838709677419
"720299",81.6773019125683,66.4983606557377,986.996774193548,4.86065573770492
"720302",80.7663456284153,68.3967213114754,997.28064516129,2.6016393442623
"720303",82.0265517241379,67.4321428571428,1001.9037037037,3.81724137931034
"720305",81.8194825268817,64.2451612903226,975.616129032258,5.48387096774194
"720311",80.8569153225806,70.8661290322581,1000.2935483871,3.54354838709677
"720314",83.5611133879781,69.2950819672131,997.977419354839,3.79016393442623
"720315",77.9072199453552,60.3147540983607,913.509677419355,8.85245901639344
"720316",79.3747303921569,73.4,1008.16666666667,6.1
"720318",82.3452322404372,64.4868852459016,972.429032258064,3.67704918032787
"720320",86.605875,69.98,983.08,6.04
"720323",79.4662978142076,65.8295081967213,954.196774193548,4.26885245901639
"722008",83.7586760752688,78.2354838709677,1012.88620689655,6.63225806451613
"722042",81.8579924242424,74.3727272727273,997.436363636364,1.41818181818182
"722094",85.0138844086022,67.4225806451613,991.338709677419,5.1741935483871
"722107",78.7495696721311,57.3032786885246,900.906451612903,5.61967213114754
"722112",82.6571106557377,72.7508196721311,998.342857142857,2.1672131147541
"722122",80.8520197740113,62.8203389830508,929.436666666667,5.73050847457627
"722143",84.8867144808743,68.8885245901639,994.529032258064,3.97868852459016
"722159",86.2692486338798,75.4475409836066,1008.51,6.39344262295082
"722169",81.0793346774194,58.4096774193548,922.277419354839,6.00483870967742
"722174",75.2512096774194,59.4645161290323,898.78064516129,6.58709677419355
"722192",82.757424863388,64.2622950819672,931.212903225806,6.2672131147541
"722202",84.3451612903226,70.1322580645161,978.829032258065,5.47258064516129
"722209",83.2597472677596,73.0475409836066,1011.11290322581,5.84098360655738
"722214",77.6286065573771,57.6622950819672,888.38064516129,8.24754098360656
"722324",81.067372311828,59.0354838709677,916.983870967742,6.26774193548387
"722338",82.4283194444444,72.89,988.296666666667,6.19
"722351",82.7535551075269,71.958064516129,1008.90322580645,2.97741935483871
"722362",82.0003142076503,68.2311475409836,995.9,4.90819672131148
"722363",80.7373565573771,66.3065573770492,932.741935483871,6.43770491803279
"722410",82.5460215053763,74,1011.73870967742,4.92903225806452
"722416",84.472311827957,70.4903225806452,988.961290322581,5.43225806451613
"722420",84.3397177419355,75.1193548387097,1012.33548387097,7.38709677419355
"722427",83.0171926229508,72.8491803278689,1011.29032258065,3.30983606557377
"722429",82.9471584699454,71.5704918032787,1006.91935483871,3.54754098360656
"722430",84.2233602150538,72.4451612903226,1008.64193548387,4.95483870967742
"722435",83.593561827957,72.758064516129,1010.62258064516,4.34516129032258
"722436",81.8822537878788,73.6295454545455,1011.90526315789,4.97954545454545
"722444",82.7127117486339,71.7426229508197,1003.46451612903,3.80491803278689
"722445",85.1539919354839,71.3806451612903,1000.64,5.54516129032258
"722446",83.5672311827957,70.3935483870968,1001.31935483871,4.12258064516129
"722447",83.4214139344262,71.3377049180328,999.431034482759,3.51475409836066
"722448",82.5548790322581,69.1709677419355,993.48064516129,5.79677419354839
"722469",83.5603415300546,69.4786885245902,996.232258064516,5.67049180327869
"722470",82.5346370967742,69.4548387096774,999.4,4.68709677419355
"722479",84.5948924731183,68.5870967741936,989.941935483871,5.82741935483871
