tt0096797;Kieran Canter
tt0096797;Anthony Steffen
tt0096806;Donald Pleasence
tt0096806;Mitchell Gaylord
tt0096806;Daniel Greene
tt0096817;Jose Esteban
tt0096817;Jos?? Esteban Alenda
tt0096817;Steven Weber
tt0096825;Louie Elias
tt0096825;Wayne Camp
tt0096825;Robert LaBrosse
tt0096830;Josema Yuste
tt0096830;Ra??l Fraire
tt0096830;Mill??n Salcedo
tt0096837;Steve Railsback
tt0096837;Nicholas Guest
tt0096837;Xander Berkeley
tt0096841;Sergei Popov
tt0096845;Erling Eysturoy
tt0096845;P??ll Danielsen
tt0096857;Philippe Leroy
tt0096857;Patrick Chesnais
tt0096857;Daniel Mesguich
tt0096859;Franco Angrisano
tt0096859;Alberto Sordi
tt0096860;Est??ban
tt0096860;Aldo Maccione
tt0096860;Jean Carlo Simancas
tt0096871;Jean-Fran??ois Gallotte
tt0096871;Christian Sinniger
tt0096875;Dennis Hopper
tt0096875;Dean Stockwell
tt0096875;Vincent Price
tt0096879;Zbigniew Zamachowski
tt0096879;Henryk Bista
tt0096899;Germ??n Cobos
tt0096899;Paco De Osca
tt0096899;Javier Gonz??lez Puch
tt0096899;Juan Gabriel
tt0096910;Claudio Gora
tt0096934;Randy Brooks
tt0096934;Peter Sherayko
tt0096937;Vladimir Samoylov
tt0096937;Kirill Lavrov
tt0096937;Mikhail Efremov
tt0096949;Tom Byron
tt0096949;Jeff James
tt0096949;Alex Horn
tt0096949;Jesse Eastern
tt0096954;Leon Lissek
tt0096954;Ian Williams
tt0096971;Melvin Holt
tt0096971;Robert Ginty
tt0096971;Bo Hopkins
tt0096984;Mikhail Zhigalov
tt0096984;Lev Borisov
tt0096984;Afanasiy Trishkin
tt0096984;Sergei Parshin
tt0096992;Aleksandr Romantsov
tt0096992;Oleg Kovalov
tt0096992;Yevgeni Barkov
tt0096992;Pavel Rudakov
tt0096995;Peter Firth
tt0096995;Michael McCabe
tt0096995;Hal Orlandini
tt0097004;Gregory Scott Cummins
tt0097049;Spartak Mishulin
tt0097049;Roman Madyanov
tt0097049;Dmitriy Kharatyan
tt0097062;Aleksandr Bashirov
tt0097062;Aleksandr Abdulov
tt0097062;Mikhail Rozanov
tt0097062;Aleksandr Zbruev
tt0097064;Patrick Dollaghan
tt0097064;Joey Aresco
tt0097064;Vernon Wells
tt0097106;Marc Lelou
tt0097106;Hugues Quester
tt0097107;F??odor Atkine
tt0097107;Eusebio Poncela
tt0097107;Jorge Sanz
tt0097111;Fernando Amaral
tt0097111;Arturo Alegro
tt0097115;Charlie Sheen
tt0097122;Henrique Viana
tt0097122;Carlos Cunha
tt0097122;Artur Semedo
tt0097129;Jon Stafford
tt0097129;Rick Hearst
tt0097129;Paul L. Smith
tt0097129;Vernon Wells
tt0097140;Jean-Marie Straub
tt0097176;Norbert Weisser
tt0097176;Scott Paulin
tt0097178;Keith Kelsch
tt0097178;James Camp
tt0097178;Allen Cort
tt0097178;Frank Baroni
tt0097184;Peter Brown
tt0097184;Jan-Michael Vincent
tt0097184;R. Lee Ermey
tt0097198;Paulo Jos??
tt0097198;Jos?? Wilker
tt0097204;Thom Hoffman
tt0097204;Ynte Gilis
tt0097204;Johan Leysen
tt0097253;Vladimir Golovin
tt0097253;Jerzy Stuhr
tt0097253;Nikolay Karachentsov
tt0097280;Peter Danzeisen
tt0097280;Adi Laimboeck
tt0097298;Jon Voight
tt0097298;Armand Assante
tt0097298;Wilford Brimley
tt0097318;Paul L. Smith
tt0097318;Benjamin Feitelson
tt0097318;Mike Marshall
tt0097318;Richard Young
tt0097339;Steve Jacobs
tt0097339;Max von Sydow
tt0097348;Fui-On Shing
tt0097348;Michael Wai-Man Chan
tt0097348;Stephen Chow
tt0097365;Tony Travis
tt0097365;Vince Murdocco
tt0097365;William Dennis Hunt
tt0097394;Alan Tam
tt0097394;Sammo Kam-Bo Hung
tt0097394;Andy Lau
tt0097405;Alain Souchon
tt0097405;R??mi Martin
tt0097405;Thierry Lhermitte
tt0097416;Prabhudheva
tt0097416;Vadivelu
tt0097416;Balasubramaniam S.P.
tt0097462;Federico Luppi
tt0097472;Miguel Navarro
tt0097472;Istv??n Mik??
tt0097472;Dezs?? Garas
tt0097475;P??ter Malcsiner
tt0097475;Istv??n Bubik
tt0097475;G??bor M??t??
tt0097477;Elert Bode
tt0097477;Paulus Manker
tt0097477;Ignaz Kirchner
tt0097477;Hagnot Elischka
tt0097477;Zbigniew Kaszyan
tt0097477;Johannes Nikolussi
tt0097505;Charlie Edwards
tt0097505;Dan Smith
tt0097505;Paul Van Gent
tt0097505;Louie Elias
tt0097506;Jace Alexander
tt0097506;James Brolin
tt0097516;Kelly Monteith
tt0097516;Ken Wright
tt0097516;Eddie Deezen
tt0097519;Jordi Torras
tt0097519;F??odor Atkine
tt0097519;Llu??s Homar
tt0097525;Eduard Gernart
tt0097525;Georg Brueckner
tt0097525;Detlev Buck
tt0097525;Pago Bahlke
tt0097542;David Carradine
tt0097542;F??lix Acaso
tt0097542;Juan Antonio Castro
tt0097542;Francisco Angulo
tt0097550;Anthony Daniels
tt0097550;Michael Elphick
tt0097550;Neil Morrissey
tt0097571;Joe Caffrey
tt0097571;Brian Hogg
tt0097571;Sammy Johnson
tt0097571;Dave Hill
tt0097573;Marc Singer
tt0097573;Brian Thompson
tt0097573;Jeff Lester
tt0097578;T??nu Kilgas
tt0097578;J??ri Krjukov
tt0097585;??lvaro Guerrero
tt0097585;Emilio Echevarr??a
tt0097615;Pierre Banderet
tt0097615;Jean Besseau
tt0097619;Yun-Fat Chow
tt0097619;Lawrence Cheng
tt0097619;Yu Ha
tt0097631;Ed Lauter
tt0097631;Elliott Gould
tt0097638;Sai-Wing Yip
tt0097638;Kwong Leung Wong
tt0097638;Kar-Keung Wong
tt0097638;Ka-Kui Wong
tt0097638;Goon Chung Wong
tt0097638;Raymond Bak-Ming Wong
tt0097638;Shun Lau
tt0097644;Andrzej Grabowski
tt0097644;Jakub Jablonski
tt0097644;Piotr Machalica
tt0097655;Lee Majors
tt0097655;Don Rickles
tt0097655;Abe Vigoda
tt0097667;Richard E. Grant
tt0097667;Denholm Elliott
tt0097668;Richard Harris
tt0097668;Frank Finlay
tt0097683;Roman Klosowski
tt0097683;Bogusz Bilewski
tt0097683;Artur Barcis
tt0097697;P??ter Andorai
tt0097697;J??nos Derzsi
tt0097709;Helge Jordal
tt0097709;Trond Peter Stams?? Munch
tt0097720;Michael Horse
tt0097720;Cody Glenn
tt0097720;Michael Forest
tt0097720;Sergio Calder??n
tt0097726;Stefanos Miltsakakis
tt0097726;Reggie De Morton
tt0097738;H??ctor Bonilla
tt0097738;H??ctor Ortega
tt0097765;Fabijan Sovagovic
tt0097765;Branislav Lecic
tt0097769;Michael Higgins
tt0097769;Al Pacino
tt0097769;Joseph Maher
tt0097769;Paul Guilfoyle
tt0097775;Jet Li
tt0097775;Jerry Trimble
tt0097775;Wah Yuen
tt0097802;Oleg Yankovskiy
tt0097802;Jean-Pierre Darroussin
tt0097803;Francis Lemaire
tt0097803;Malcolm McDowell
tt0097803;Charles Aznavour
tt0097820;Karim Massard
tt0097820;Arthur H.
tt0097820;William Lafon
tt0097833;Stanislaw Brudny
tt0097848;Liubomiras Laucevicius
tt0097848;Aleksandr Shishonok
tt0097848;Viktor Rakov
tt0097849;Andrey Sergeev
tt0097849;Sergey Taramaev
tt0097850;H??ctor Ortega
tt0097850;Eduardo L??pez Rojas
tt0097850;Pedro Armend??riz Jr.
tt0097850;Gerardo Quiroz
tt0097851;Murali
tt0097851;Thilakan
tt0097851;Karamana Janardanan Nair
tt0097851;Sreenath
tt0097851;Ravi Vallathol
tt0097851;Jagannatha Varma
tt0097851;Mammootty
tt0097853;Michel Vitold
tt0097853;Hugues Quester
tt0097863;Doug Self
tt0097863;Joe Tolbe
tt0097863;Emerald Starr
tt0097864;Fung Woo
tt0097864;Fui-On Shing
tt0097864;Gong Ng
tt0097874;Gene LeBrock
tt0097874;David Wicker
tt0097874;Harry Cason
tt0097875;L??szl?? Kistam??s
tt0097875;K??roly Eperjes
tt0097875;P??ter Geltz
tt0097884;Michel Piccoli
tt0097884;Michel Duchaussoy
tt0097884;Bruno Carette
tt0097891;Griff Rhys Jones
tt0097891;Mel Smith
tt0097893;Richard Anconina
tt0097910;Michael Par??
tt0097910;Dean Devlin
tt0097910;Brian Thompson
tt0097912;Carlos Card??n
tt0097912;Alejandro Parodi
tt0097912;Enrique Rocha
tt0097919;Peter Zimmermann
tt0097919;Lothar Bisky
tt0097919;Mario Klaszynski
tt0097928;Francesco Quinn
tt0097928;Brad Dourif
tt0097928;Joel Kaiser
tt0097968;Jir?? Menzel
tt0097968;Arnost Goldflam
tt0097968;Bolek Pol??vka
tt0097974;James M. Foley
tt0097974;Robert B. Graham
tt0097974;Jeff Keel
tt0097974;Walt Menetrey
tt0097979;Tom Byron
tt0097979;Harry Jabarr
tt0097984;Yalin Cheng
tt0097984;Zhihua Dong
tt0097984;Lixin Mu
tt0097994;Chad Lowe
tt0097994;Patrick Breen
tt0098018;Tang Ye
tt0098030;Rolan Bykov
tt0098043;Wings Hauser
tt0098043;Edward Albert
tt0098050;Juan Diego Botto
tt0098050;Jos?? Sazatornil
tt0098050;Gabino Diego
tt0098063;St??phane Ferrara
tt0098063;St??phane Bonnet
tt0098064;Guillermo Montesinos
tt0098064;Jos?? Luis L??pez V??zquez
tt0098077;Ra??l Macarinni
tt0098077;Ferran Casanovas
tt0098077;Manel Villanova
tt0098077;Anton Alemany
tt0098077;Josep Linuesa
tt0098100;Peter Lochran
tt0098100;Alex Courtney
tt0098124;Charles Lucia
tt0098124;John Calvin
tt0098124;Joey Aresco
tt0098125;Don Blakely
tt0098125;Tom Bresnahan
tt0098144;Miguel Agust??
tt0098144;Luis Fernando Alv??s
tt0098144;Jordi Bas
tt0098150;Kiu Wai Miu
tt0098150;Ching-Ying Lam
tt0098150;Wilson Lam
tt0098172;Norman Anstey
tt0098172;Arnold Vosloo
tt0098172;Wings Hauser
tt0098173;Massimo Venturiello
tt0098173;Fabrizio Bentivoglio
tt0098173;Christophe Malavoy
tt0098181;R??diger Joswig
tt0098181;Mark McGann
tt0098181;Ulrich Matschoss
tt0098211;Burt Ward
tt0098211;Ranson Baker
tt0098244;Luca De Filippo
tt0098244;Luciano De Crescenzo
tt0098256;Patxi Bisquert
tt0098256;Gerardo Arenas
tt0098278;Elliott Gould
tt0098278;Gino Pernice
tt0098293;Jeff Fahey
tt0098293;Spiros Foc??s
tt0098293;Michael Gothard
tt0098294;Isaac George
tt0098294;Silvio Orlando
tt0098294;Paolo Hendel
tt0098344;Scott Spiegel
tt0098344;Floyd Ewing Jr.
tt0098361;Steve Axelrod
tt0098372;Trever Yarrish
tt0098372;Dan Haggerty
tt0098372;William Smith
tt0098375;Brad Dourif
tt0098375;William Prince
tt0098375;Jon Cypher
tt0098405;Igor Donskoy
tt0098405;Anton Bychkov
tt0098405;Viktor Chutak
tt0098405;Ion Arakelov
tt0098422;Richard Norton
tt0098422;Toshishiro Obata
tt0098426;J??nos G??lv??lgyi
tt0098426;Istv??n Sztankay
tt0098429;Jes??s Guzm??n
tt0098429;Paco Bas
tt0098429;Antonio Ozores
tt0098429;Jos?? Mar??a Ca??ete
tt0098461;Jeetendra
tt0098461;Sanjay Dutt
tt0098462;Harvey Ashby
tt0098462;Terence Alexander
tt0098467;Brian Oldfield
tt0098467;Mike Donahue
tt0098467;Sean P. Donahue
tt0098486;Michael Krause
tt0098486;Heinrich Ebber
tt0098486;Hermann Kopp
tt0098488;Marc Berman
tt0098488;Celian Varini
tt0098514;Jacques Villeret
tt0098514;Lucas Belvaux
tt0098514;Philippe Volter
tt0098531;St??phane Ferrara
tt0098531;Diogo D??ria
tt0098531;Jos?? Wallenstein
tt0098532;Vesa Vierikko
tt0098532;Esko Nikkari
tt0098534;Bruno Cremer
tt0098537;Andr??s Stohl
tt0098537;Zolt??n Mucsi
tt0098537;P??l Het??nyi
tt0098537;S??ndor G??sp??r
tt0098542;Jozef Kroner
tt0098542;Boyan Kovachev
tt0098542;Lyuben Chatalov
tt0098542;Plamen Sirakov
tt0098548;Naoto Takenaka
tt0098548;Ky??z?? Nagatsuka
tt0098548;Akira Emoto
tt0098548;Masato Furuoya
tt0098584;Jean-Louis Murat
tt0098588;Hans-Peter Dahm
tt0098606;Paolo Villaggio
tt0098606;Roberto Benigni
tt0098629;Sieghardt Rupp
tt0098629;Paulus Manker
tt0098648;Marc Wallice
tt0098648;Steve Vegas
tt0098648;Ralph Parfait
tt0098648;Mike Horner
tt0098648;Jamie Gillis
tt0098648;Tom Byron
tt0098657;Udo Samel
tt0098657;Wolf-Dietrich Sprenger
tt0098657;Traugott Buhre
tt0098658;Colin Firth
tt0098658;Peter O'Toole
tt0098920;Bogdan Baer
tt0098920;Jacek Borkowski
tt0098920;Boleslaw Abart
tt0098920;Adam Baumann
tt0098958;Lev Prygunov
tt0098958;Dmitriy Pevtsov
tt0098958;Boris Shcherbakov
tt0098958;Yuriy Nazarov
tt0098959;Hugo Weaving
tt0098959;Bruce Spence
tt0098961;St??phane Freiss
tt0098961;G??rard Jugnot
tt0098961;Thierry Lhermitte
tt0098963;Roshan Seth
tt0098963;Alexandre de Sousa
tt0098963;John Lynch
tt0098963;Timothy Spall
tt0098965;Douglas Ivan
tt0098965;Alan Godshaw
tt0098965;Steven Nelson
tt0098965;Jonathan Anzaldo
tt0098966;Steve Guttenberg
tt0098966;Tom Selleck
tt0098966;Ted Danson
tt0098967;Y??rei Yanagi
tt0098967;Duncan
tt0098967;Taka Guadalcanal
tt0098967;Takeshi Kitano
tt0098967;Makoto Ashikawa
tt0098970;Juan Echanove
tt0098970;Imanol Arias
tt0098970;Nacho Mart??nez
tt0098971;Biao Yuen
tt0098971;Shintar?? Katsu
tt0098972;Masahiko Tsugawa
tt0098972;Hiroshi Ohk??chi
tt0098972;Ry??nosuke Kaneda
tt0098974;Phil Zwickler
tt0098974;Rosa von Praunheim
tt0098976;Suresh Oberoi
tt0098976;Amrish Puri
tt0098976;Amitabh Bachchan
tt0098976;Asrani
tt0098976;Kiran Kumar
tt0098976;Rishabh Shukla
tt0098978;Holger Kubisch
tt0098978;Horst Schulze
tt0098980;Dominik Kaschke
tt0098980;Gerd Kunath
tt0098981;Hans Christian Blech
tt0098981;Heinz Hoenig
tt0098986;Franck Baruk
tt0098986;Alain Aithnard
tt0098986;Barth??l??my Bompard
tt0098987;Wayne Newton
tt0098987;Andrew Dice Clay
tt0098988;Mamuka Kikaleishvili
tt0098988;Vsevolod Shilovskiy
tt0098988;Stanislav Sadalskiy
tt0098989;Rosa von Praunheim
tt0098990;Filipp Yankovskiy
tt0098990;Mikhail Zhigalov
tt0098990;Michele Placido
tt0098991;Sami Frey
tt0098991;Jan Biczycki
tt0098993;Hanoch Re'im
tt0098993;Gil Frank
tt0098993;Yuval Carmi
tt0098994;Jason Patric
tt0098994;Rocky Giordani
tt0098994;Bruce Dern
tt0098996;James Lew
tt0098996;Jay Roberts Jr.
tt0098996;Michael Standing
tt0098998;Dallas Munroe
tt0098998;Jack Ramey
tt0098998;Louis Homyak
tt0098999;Mithun Chakraborty
tt0098999;Amitabh Bachchan
tt0099000;Chit-Man Chan
tt0099000;Tony Ka Fai Leung
tt0099001;Kong Fong
tt0099001;Damian Lau
tt0099001;Yat-Fei Wong
tt0099001;Man-Tat Ng
tt0099001;Kun-Hsuan Huang
tt0099004;Len Lesser
tt0099004;Bernard White
tt0099004;Campbell Scott
tt0099005;Ken Jenkins
tt0099005;Robert Downey Jr.
tt0099005;Mel Gibson
tt0099007;Rodolfo Fasciati
tt0099008;Massimo Dapporto
tt0099009;Sergio Castellitto
tt0099009;Marco Messeri
tt0099009;Nino Manfredi
tt0099011;Giovanni Vettorazzo
tt0099012;Joe Mantegna
tt0099012;William Hurt
tt0099013;Miroslaw Baka
tt0099013;Tadeusz Lomnicki
tt0099014;Stephen Lack
tt0099017;Roger Kabler
tt0099017;Allen McCullough
tt0099018;Paul Hogan
tt0099018;Elias Koteas
tt0099024;Otto Sander
tt0099024;G??nter Lamprecht
tt0099025;Anil Kapoor
tt0099025;Kanwaljit Singh
tt0099025;Rajan Sippy
tt0099026;Eric Roberts
tt0099026;James Earl Jones
tt0099026;Red Buttons
tt0099027;Franco Nero
tt0099028;Juan Munoz
tt0099029;Kari Sorvali
tt0099029;??ke Lindman
tt0099029;Jari J??rvimaa
tt0099034;Mathieu Bauer
tt0099034;Sylvain Cartigny
tt0099038;Armen Dzhigarkhanyan
tt0099038;Yakov Stepanov
tt0099038;Aleksandr Abdulov
tt0099039;Peter Kwong
tt0099039;Frank Aragon
tt0099039;Olivier Gruner
tt0099043;Raghuvaran
tt0099043;Prabhu
tt0099044;Eddie Murphy
tt0099044;Nick Nolte
tt0099044;Kevin Tighe
tt0099044;Brion James
tt0099046;Jorge de Juan
tt0099046;Carlos Zabala
tt0099046;Martxelo Rubio
tt0099046;Miguel Molina
tt0099050;Andy J. Forest
tt0099050;Daniele Stroppa
tt0099051;Claude Pi??plu
tt0099051;Simon de La Brosse
tt0099052;Julian Sands
tt0099052;John Goodman
tt0099052;Jeff Daniels
tt0099053;Michael Gottli
tt0099053;Michael O'Sullivan
tt0099053;David Falkenburg
tt0099055;Terry Angus
tt0099055;Tim Gosley
tt0099055;Shannon Lynch
tt0099056;Franco Diogene
tt0099056;Lou Castel
tt0099056;Antonio Sabato Jr.
tt0099059;Robert Sampson
tt0099059;John Saxon
tt0099059;Joseph Culp
tt0099063;Nelson Villagra
tt0099066;Keith Souz
tt0099066;Rocco Siffredi
tt0099066;Raul Gazolla
tt0099071;Sma??l Mekki
tt0099071;Julian Negulesco
tt0099071;Francisco Rabal
tt0099071;Rafik Ali Ahmad
tt0099072;Marc Berman
tt0099072;Benjamin Piton
tt0099072;Yvan Attal
tt0099073;Leo Fuchs
tt0099073;Aidan Quinn
tt0099074;Andr?? Wilms
tt0099074;Robin Renucci
tt0099075;Giorgio Biavati
tt0099075;Massimo Venturiello
tt0099075;Vladimir Gostyukhin
tt0099076;Govinda
tt0099076;Anil Kapoor
tt0099076;Anupam Kher
tt0099077;Robert De Niro
tt0099077;Robin Williams
tt0099078;Michael Wai-Man Chan
tt0099078;Kenny Bee
tt0099080;Salman Khan
tt0099080;Kiran Kumar
tt0099080;Shakti Kapoor
tt0099081;Asrani
tt0099081;Gulshan Grover
tt0099081;Shakti Kapoor
tt0099083;Mikhail Derzhavin
tt0099083;Maksim Voronkov
tt0099083;Aleksandr Shirvindt
tt0099085;James Brolin
tt0099088;Thomas F. Wilson
tt0099088;Michael J. Fox
tt0099088;Christopher Lloyd
tt0099089;Jorma Tommila
tt0099090;Burt Young
tt0099090;Anthony Franciosa
tt0099090;Jason O'Malley
tt0099091;Rob Lowe
tt0099091;James Spader
tt0099092;John Clark Gable
tt0099092;Harry Carey Jr.
tt0099092;James Brolin
tt0099092;Richard Roundtree
tt0099094;Nour El-Sherif
tt0099094;Ahmed Kamal
tt0099094;Hussein El Sherif
tt0099094;Ali Hassanein
tt0099095;Michael Bartallog
tt0099095;Tony Askin
tt0099097;Artur Vakha
tt0099097;Viktor Sukhorukov
tt0099097;Vladlen Biryukov
tt0099097;Aleksandr Medvedev
tt0099098;Laurent Gr??vill
tt0099098;Didier Flamand
tt0099098;Jacques Sereys
tt0099100;Thomas H??g
tt0099100;Dick Kays??
tt0099100;Ole Ernst
tt0099100;Brian Patterson
tt0099101;Sushil Goswami
tt0099101;Bishnu Kharghoria
tt0099103;Alan Guti??rrez
tt0099103;Jorge Poza
tt0099103;Sebasti??n Hiriart
tt0099103;Eduardo Toussaint
tt0099104;Charlie Cho
tt0099104;Wai Keung Hui
tt0099104;Alex Fong
tt0099106;Josep Minguell
tt0099106;Luis Fernando Alv??s
tt0099108;Kevin Van Hentenryck
tt0099109;David Emmer
tt0099109;Gianluca Angelini
tt0099109;Claudio De Rossi
tt0099109;Andrea Caldarelli
tt0099110;Mikihisa Azuma
tt0099110;Michitaka Tsutsui
tt0099111;Massimo Ghini
tt0099111;Fernando Rey
tt0099111;Ugo Tognazzi
tt0099112;Andy Geer
tt0099112;Alfred Edel
tt0099112;Sigmund Reindl
tt0099112;Herbert Fux
tt0099114;Dieter Hallervorden
tt0099114;Ezard Hau??mann
tt0099114;Alexander May
tt0099118;Carlo Monni
tt0099118;Novello Novelli
tt0099119;Tarik Akan
tt0099119;Erdin?? ??zkan
tt0099120;Mathias Gn??dinger
tt0099120;Peter Simonischek
tt0099123;Mikhail Zhigalov
tt0099123;Vasiliy Lanovoy
tt0099123;Sergey Nikonenko
tt0099124;Kar Lok Chin
tt0099124;Tai-Bo
tt0099124;Sammo Kam-Bo Hung
tt0099124;Wu Ma
tt0099124;Ken Lo
tt0099124;Ching-Ying Lam
tt0099125;Mick Best
tt0099127;Donald Sutherland
tt0099127;Colm Feore
tt0099128;Alan Alda
tt0099128;Joey Bishop
tt0099130;Peter Riegert
tt0099130;Treat Williams
tt0099130;Ben Gazzara
tt0099132;Pierre Richard
tt0099132;Martin Lamotte
tt0099132;Jean-Paul Muel
tt0099134;Jack Elam
tt0099134;Ned Beatty
tt0099134;Jimmy Dean
tt0099136;Billy Connolly
tt0099136;Liam Neeson
tt0099136;Kenny Ireland
tt0099138;Damon Herriman
tt0099138;Ben Mendelsohn
tt0099138;Marshall Napier
tt0099140;Carl Heinz Choynski
tt0099140;Cornelius Schulz
tt0099141;Mel Gibson
tt0099141;David Carradine
tt0099141;Bill Duke
